fecha,precio_actual,real,pred_ensemble,pred_std,pred_nlin,pred_dlin,baseline_naive,err_ensemble,err_nlin,err_dlin,err_naive
2025-07-31,296.55,296.24,298.76899596439677,9.267370766885563,302.87274353237825,293.0644113305211,296.55,-2.5289959643967563,-6.632743532378242,3.175588669478884,-0.3100000000000023
2025-08-01,298.62,289.37,300.7846084158029,9.178251486457896,305.74537135940045,293.24151260152456,298.62,-11.414608415802888,-16.375371359400447,-3.8715126015245573,-9.25
2025-08-04,298.28,294.26,300.3381973650865,9.867049876339706,300.0289616928389,293.2372474722564,298.28,-6.07819736508651,-5.7689616928389,1.0227525277435916,-4.019999999999982
2025-08-05,297.04,291.37,298.9643089404703,9.608545501083086,299.4142139751092,293.409233673364,297.04,-7.594308940470285,-8.044213975109187,-2.039233673363981,-5.670000000000016
2025-08-06,299.63,291.35,301.43129741470796,9.766068960502764,300.9206753679784,294.17940341487525,299.63,-10.081297414707933,-9.570675367978367,-2.8294034148752303,-8.279999999999973
2025-08-07,296.24,286.94,298.55437434575526,10.010756933242078,291.55352459233256,293.7536701764167,296.24,-11.614374345755266,-4.613524592332567,-6.813670176416679,-9.300000000000011
2025-08-08,289.37,288.76,291.1222541405633,9.711119190119177,283.4417316374555,289.57373379185793,289.37,-2.362254140563323,5.318268362544472,-0.8137337918579419,-0.6100000000000136
2025-08-11,294.26,289.56,296.3118226523511,9.761732273474365,297.7939793364797,292.90254094138743,294.26,-6.751822652351109,-8.233979336479706,-3.3425409413874263,-4.699999999999989
2025-08-12,291.37,292.85,293.4759744524118,9.749522218927723,290.31380188782236,293.42764939680694,291.37,-0.6259744524117536,2.536198112177658,-0.577649396806919,1.4800000000000182
2025-08-13,291.35,290.53,293.3179784880579,9.683232936263096,290.2673264168203,293.7747167134285,291.35,-2.787978488057945,0.2626735831796623,-3.244716713428545,-0.82000000000005
2025-08-14,286.94,294.16,288.4780495470017,9.700874711275048,290.9292951703071,292.7306097698211,286.94,5.681950452998308,3.230704829692911,1.4293902301789103,7.220000000000027
2025-08-15,288.76,290.49,290.40740992933513,9.566023102998713,291.58607283562424,294.7850239253044,288.76,0.08259007066487811,-1.096072835624227,-4.295023925304406,1.7300000000000182
2025-08-18,289.56,291.53,291.420506901741,9.265299130082212,300.68840265274054,295.63613336086274,289.56,0.1094930982589517,-9.158402652740563,-4.106133360862771,1.9699999999999704
2025-08-19,292.85,290.66,294.53678738243883,9.646965664625213,299.08620810568334,298.0814590978623,292.85,-3.876787382438806,-8.426208105683315,-7.421459097862282,-2.1899999999999977
2025-08-20,290.53,292.24,292.51678561955686,9.873075593113924,287.9943996742367,295.0490352296829,290.53,-0.276785619556847,4.2456003257632915,-2.809035229682877,1.7100000000000364
2025-08-21,294.16,291.47,295.8208863873035,9.467464484572417,299.0793649196625,296.9768827080727,294.16,-4.35088638730349,-7.609364919662482,-5.5068827080726805,-2.6899999999999977
2025-08-22,290.49,296.24,291.8432226303965,9.461629205942188,291.9329448615015,294.1354132819176,290.49,4.396777369603512,4.3070551384985265,2.1045867180824303,5.75
2025-08-25,291.53,294.9,293.26042200334365,9.595859903097164,294.7668964746594,294.4971468734741,291.53,1.6395779966563282,0.13310352534057301,0.40285312652588345,3.3700000000000045
2025-08-26,290.66,298.57,292.53031575895847,9.597685896158225,295.55507590532306,292.0751887106896,290.66,6.0396842410415275,3.0149240946769282,6.494811289310405,7.909999999999968
2025-08-27,292.24,299.28,294.01739930294457,9.843754994273183,289.4075508847833,292.96973222494125,292.24,5.2626006970554045,9.872449115216682,6.310267775058719,7.039999999999964
2025-08-28,291.47,301.07,293.26495818264783,9.207195259332707,294.416693546772,291.1511529541016,291.47,7.805041817352162,6.6533064532279695,9.918847045898417,9.599999999999966
2025-08-29,296.24,301.42,297.5672866171598,9.068194752335557,300.30143797010186,294.2226083302498,296.24,3.852713382840193,1.1185620298981576,7.197391669750232,5.180000000000007
2025-09-02,294.9,299.7,296.8383697074651,9.625591074824342,294.6288629931211,292.94769377708434,294.9,2.861630292534869,5.071137006878871,6.752306222915649,4.800000000000011
2025-09-03,298.57,299.51,300.16083525888627,9.442416782975215,303.1533904629946,295.654322617054,298.57,-0.6508352588862749,-3.643390462994603,3.8556773829459985,0.9399999999999977
2025-09-04,299.28,303.82,300.7748719984293,9.475373753309213,298.8808003039658,295.77528003454205,299.28,3.0451280015706743,4.939199696034166,8.044719965457944,4.5400000000000205
2025-09-05,301.07,294.38,303.06655785128476,9.26814650356772,302.8823767603189,297.5943085479737,301.07,-8.68655785128476,-8.502376760318896,-3.214308547973701,-6.689999999999998
2025-09-08,301.42,292.91,303.18529038794344,9.572799851894388,304.23321235179907,296.60697621345525,301.42,-10.275290387943414,-11.323212351799043,-3.6969762134552298,-8.509999999999991
2025-09-09,299.7,297.85,301.49282575249674,9.716576598286622,299.3878796443343,296.70522074460985,299.7,-3.6428257524967194,-1.5378796443342821,1.1447792553901763,-1.849999999999966
2025-09-10,299.51,300.54,301.34735144056384,9.475208421945581,302.11348125040536,295.3523423910141,299.51,-0.8073514405638207,-1.5734812504053366,5.187657608985944,1.0300000000000296
2025-09-11,303.82,305.56,306.1274941493105,10.124118556268513,304.28775325387716,298.45131836801767,303.82,-0.5674941493105052,1.2722467461228462,7.108681631982336,1.740000000000009
2025-09-12,294.38,306.91,296.53043156035244,9.8530612885952,290.06589250789955,294.41296310454607,294.38,10.379568439647585,16.844107492100477,12.49703689545396,12.53000000000003
2025-09-15,292.91,308.9,295.05254131144846,10.093359966762364,291.1401028816728,293.80257077500227,292.91,13.847458688551512,17.75989711832716,15.097429224997711,15.989999999999952
2025-09-16,297.85,309.19,300.5488093471155,9.864788187667727,299.5784058800433,297.3039976716042,297.85,8.641190652884518,9.611594119956692,11.886002328395818,11.339999999999975
2025-09-17,300.54,311.75,302.7640102856886,10.18626626394689,300.68160494518,300.5914212474227,300.54,8.985989714311415,11.068395054819973,11.158578752577284,11.20999999999998
2025-09-18,305.56,313.23,308.0987961175293,10.22153289988637,308.9578241686709,302.2366562126577,305.56,5.131203882470743,4.272175831329093,10.993343787342326,7.670000000000016
2025-09-19,306.91,314.78,309.32370460134933,9.902908549644053,309.12847447752955,304.466784555316,306.91,5.456295398650639,5.651525522470422,10.313215444683976,7.869999999999948
2025-09-22,308.9,312.44,310.9853199008852,9.997409383766353,311.0011298233643,305.0633479632437,308.9,1.4546800991147961,1.438870176635703,7.3766520367562975,3.5400000000000205
2025-09-23,309.19,312.74,311.49144574469886,10.459456119686365,312.373354747016,306.51644636183977,309.19,1.2485542553011442,0.3666452529840285,6.22355363816024,3.5500000000000114
2025-09-24,311.75,313.42,314.0902078447398,10.316669867374003,313.9974580120761,306.9066057279706,311.75,-0.6702078447397639,-0.5774580120760788,6.513394272029416,1.670000000000016
2025-09-25,313.23,313.45,315.5591644854471,10.433134583756328,315.3028013380431,306.1823634500802,313.23,-2.1091644854471383,-1.8528013380430934,7.267636549919814,0.21999999999997044
2025-09-26,314.78,316.06,317.1783792518265,10.405695844441652,305.9668056533858,306.1887620191276,314.78,-1.118379251826525,10.093194346614212,9.871237980872422,1.2800000000000296
2025-09-29,312.44,315.69,314.82941803830676,9.98911442887038,309.44195949617773,304.4579928280413,312.44,0.8605819616932422,6.248040503822267,11.232007171958685,3.25
2025-09-30,312.74,315.43,315.21619512979873,10.548962232656777,319.0648311812058,305.35880911514164,312.74,0.21380487020127248,-3.6348311812058114,10.071190884858368,2.6899999999999977
2025-10-01,313.42,310.71,315.9652085940633,10.334500283934176,306.8756037914008,306.25968470804395,313.42,-5.255208594063333,3.8343962085991734,4.450315291956031,-2.7100000000000364
2025-10-02,313.45,307.55,315.6294349448755,10.249870259314775,318.28324836520477,308.32268287315964,313.45,-8.079434944875516,-10.733248365204759,-0.7726828731596243,-5.899999999999977
