fecha,precio_actual,real,pred_transformer,pred_std,baseline_naive,err_transformer,err_naive
2025-02-06,268.23,276.9,268.431311590228,1.6791076883766891,268.23,8.468688409771971,8.669999999999959
2025-02-07,267.3,275.8,268.1343683265359,1.667968088570035,267.3,7.665631673464134,8.5
2025-02-10,266.81,271.04,267.5211167475302,2.491417366396661,266.81,3.518883252469834,4.230000000000018
2025-02-11,267.94,274.99,268.04906942073956,2.089110832521669,267.94,6.940930579260453,7.050000000000011
2025-02-12,270.43,275.45,271.16851726822784,2.07023644343019,270.43,4.281482731772144,5.019999999999982
2025-02-13,276.9,276.32,277.9096903000632,2.1376288840360758,276.9,-1.5896903000631823,-0.5799999999999841
2025-02-14,275.8,276.59,276.5084038444282,1.9952684090658863,275.8,0.08159615557178768,0.7899999999999636
2025-02-18,271.04,279.95,271.6588598497142,1.8397456439770963,271.04,8.291140150285798,8.909999999999968
2025-02-19,274.99,279.25,275.5987503356766,1.8398891890980167,274.99,3.651249664323416,4.259999999999991
2025-02-20,275.45,266.8,275.8363810500199,1.9116398190707287,275.45,-9.036381050019884,-8.649999999999977
2025-02-21,276.32,264.24,276.4365271878778,2.142813853425878,276.32,-12.196527187877791,-12.079999999999984
2025-02-24,276.59,261.34,276.9808450291503,1.9170125933270583,276.59,-15.640845029150341,-15.25
2025-02-25,279.95,257.4,280.70316694497825,2.261940354360263,279.95,-23.303166944978273,-22.55000000000001
2025-02-26,279.25,258.79,279.93846148960523,2.1354111119173353,279.25,-21.14846148960521,-20.45999999999998
2025-02-27,266.8,259.05,267.0998321641283,1.9008627703785805,266.8,-8.049832164128304,-7.75
2025-02-28,264.24,264.65,264.5947177376505,1.981814243867973,264.24,0.05528226234946487,0.40999999999996817
2025-03-03,261.34,260.62,261.85284141074163,1.8433430442028111,261.34,-1.232841410741628,-0.7199999999999704
2025-03-04,257.4,250.25,259.0861250511091,2.2045252965017994,257.4,-8.836125051109093,-7.149999999999977
2025-03-05,258.79,251.53,259.96462015509604,1.8477977277897821,258.79,-8.434620155096042,-7.260000000000019
2025-03-06,259.05,246.54,259.6860274515301,2.6092507988214493,259.05,-13.146027451530102,-12.51000000000002
2025-03-07,264.65,242.28,265.2625171164423,2.245228760242412,264.65,-22.982517116442324,-22.369999999999976
2025-03-10,260.62,232.22,261.2064336414635,1.9449943476915337,260.62,-28.986433641463492,-28.400000000000006
2025-03-11,250.25,229.14,250.79931547388435,2.6937268689274845,250.25,-21.659315473884362,-21.110000000000014
2025-03-12,251.53,227.9,251.0393610535562,2.2666201943159194,251.53,-23.1393610535562,-23.629999999999995
2025-03-13,246.54,225.19,246.6275906887278,2.811471248567102,246.54,-21.437590688727795,-21.349999999999994
2025-03-14,242.28,232.44,242.84342344984412,2.5822821417450825,242.28,-10.403423449844126,-9.840000000000003
2025-03-17,232.22,233.93,232.52358505155894,2.4451752158999227,232.22,1.4064149484410677,1.710000000000008
2025-03-18,229.14,234.97,229.69646158799526,3.028417510986344,229.14,5.27353841200474,5.8300000000000125
2025-03-19,227.9,239.11,228.2526198715344,3.1859191760420913,227.9,10.857380128465621,11.210000000000008
2025-03-20,225.19,239.01,225.24556231820955,2.3769425040483156,225.19,13.76443768179044,13.819999999999993
2025-03-21,232.44,241.63,232.85497183013706,2.1106090286374126,232.44,8.775028169862935,9.189999999999998
2025-03-24,233.93,248.06,234.41847804985943,2.3859319859743096,233.93,13.641521950140572,14.129999999999995
2025-03-25,234.97,251.13,236.34547176763417,2.439970512092117,234.97,14.78452823236583,16.159999999999997
2025-03-26,239.11,251.03,240.08038714736702,2.182688851654518,239.11,10.949612852632981,11.919999999999987
2025-03-27,239.01,248.12,240.4052465571463,2.212133292853821,239.01,7.7147534428536915,9.110000000000014
2025-03-28,241.63,242.85,242.7478758007288,2.4660929188132457,241.63,0.10212419927120209,1.2199999999999989
2025-03-31,248.06,245.3,248.84565956935288,2.836170771420001,248.06,-3.545659569352864,-2.759999999999991
2025-04-01,251.13,243.66,252.411493922472,2.3321201831102485,251.13,-8.751493922472008,-7.469999999999999
2025-04-02,251.03,245.82,252.56514864474534,2.6237230533361355,251.03,-6.745148644745342,-5.210000000000008
2025-04-03,248.12,228.69,249.33671699702742,1.040304013639684,248.12,-20.646716997027426,-19.430000000000007
2025-04-04,242.85,210.28,243.70998660437763,1.0921857106685593,242.85,-33.42998660437763,-32.56999999999999
2025-04-07,245.3,214.44,246.04818330369892,1.0620555002987544,245.3,-31.608183303698922,-30.860000000000014
2025-04-08,243.66,216.87,244.56864996165038,1.3909636428952297,243.66,-27.698649961650375,-26.789999999999992
2025-04-09,245.82,234.34,246.56509977236388,0.9728072543442181,245.82,-12.225099772363876,-11.47999999999999
2025-04-10,228.69,227.11,229.44952189631758,1.0376197835803112,228.69,-2.3395218963175637,-1.579999999999984
2025-04-11,210.28,236.2,211.20496357664464,1.0222940945625396,210.28,24.995036423355344,25.919999999999987
2025-04-14,214.44,234.72,215.5230014115572,0.9612933896482048,214.44,19.196998588442796,20.28
2025-04-15,216.87,233.13,217.76154830902814,1.1158866369724478,216.87,15.368451690971852,16.25999999999999
2025-04-16,234.34,229.61,235.37525260686874,1.1608565498888481,234.34,-5.765252606868728,-4.72999999999999
2025-04-17,227.11,231.96,228.00891787126662,1.008106247782706,227.11,3.9510821287333897,4.849999999999994
2025-04-21,236.2,228.99,237.09708496272563,0.9373306645452999,236.2,-8.107084962725622,-7.2099999999999795
2025-04-22,234.72,235.59,235.68355977699161,1.2989948235452289,234.72,-0.09355977699161144,0.8700000000000045
2025-04-23,233.13,240.88,233.91638242140414,1.2071835272014084,233.13,6.9636175785958585,7.75
