"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"20.07.2026","12,620","12,800","12,800","12,610","10,30K","-1,25%"
"17.07.2026","12,780","12,650","12,880","12,580","6,13K","-0,93%"
"16.07.2026","12,900","12,900","13,000","12,800","11,42K","3,04%"
"15.07.2026","12,520","12,380","13,000","12,380","13,63K","0,32%"
"14.07.2026","12,480","12,370","12,600","12,370","5,64K","1,88%"
"13.07.2026","12,250","12,340","12,340","12,200","27,17K","1,91%"
"10.07.2026","12,020","12,000","12,250","12,000","33,01K","0,25%"
"09.07.2026","11,990","12,100","12,100","11,910","9,81K","-0,25%"
"08.07.2026","12,020","12,100","12,100","12,000","11,94K","-0,08%"
"07.07.2026","12,030","12,100","12,100","12,000","19,76K","-0,17%"
"06.07.2026","12,050","12,000","12,100","11,980","16,16K","-1,23%"
"03.07.2026","12,200","12,150","12,200","12,150","3,97K","0,66%"
"02.07.2026","12,120","11,950","12,200","11,950","16,46K","-0,08%"
"01.07.2026","12,130","12,200","12,200","12,000","5,92K","0,25%"
"30.06.2026","12,100","11,950","12,100","11,900","4,89K","0,83%"
"26.06.2026","12,000","11,990","12,000","11,990","2,63K","0,59%"
"25.06.2026","11,930","11,940","11,940","11,900","5,93K","-0,50%"
"24.06.2026","11,990","11,950","12,000","11,950","30,94K","0,50%"
"23.06.2026","11,930","11,900","11,950","11,900","4,66K","-0,17%"
"22.06.2026","11,950","11,950","11,950","11,950","3,29K","0,84%"
"19.06.2026","11,850","11,850","11,850","11,850","1,92K","-0,25%"
"18.06.2026","11,880","11,900","11,900","11,850","15,22K","-0,08%"
"17.06.2026","11,890","11,800","11,950","11,800","18,69K","0,17%"
"16.06.2026","11,870","11,900","11,900","11,800","29,58K","0,17%"
"15.06.2026","11,850","11,690","11,950","11,690","32,21K","1,46%"
"12.06.2026","11,680","11,650","11,700","11,650","9,15K","0,34%"
"11.06.2026","11,640","11,800","11,800","11,600","13,12K","0,17%"
"10.06.2026","11,620","11,640","11,700","11,500","24,62K","1,40%"
"09.06.2026","11,460","11,960","11,960","11,400","30,68K","2,32%"
"08.06.2026","11,200","11,290","11,290","11,200","87,71K","-0,88%"
"05.06.2026","11,300","11,400","11,400","11,200","305,77K","0,00%"
"04.06.2026","11,300","11,300","11,300","11,100","107,19K","0,27%"
"03.06.2026","11,270","11,400","11,490","11,200","54,91K","-2,00%"
"02.06.2026","11,500","11,510","11,510","11,300","53,76K","0,00%"
"01.06.2026","11,500","11,350","11,540","11,350","81,95K","0,70%"
"29.05.2026","11,420","11,400","11,540","11,400","254,31K","0,62%"
"28.05.2026","11,350","11,550","11,550","11,350","10,60K","-0,09%"
"27.05.2026","11,360","11,360","11,360","11,360","3,70K","-0,09%"
"26.05.2026","11,370","11,370","11,370","11,370","3,01K","-1,56%"
"25.05.2026","11,550","11,300","11,600","11,300","7,57K","0,00%"
"22.05.2026","11,550","11,300","11,550","11,300","5,41K","0,87%"
"21.05.2026","11,450","11,600","11,600","11,450","39,51K","-0,43%"
"20.05.2026","11,500","11,250","11,600","11,250","604,22K","0,00%"
"19.05.2026","11,500","11,120","11,500","11,120","10,87K","0,44%"
"18.05.2026","11,450","11,150","11,450","11,100","83,99K","2,97%"
"15.05.2026","11,120","11,150","11,150","11,000","26,77K","0,18%"
"14.05.2026","11,100","11,500","11,500","11,050","7,65K","0,82%"
"13.05.2026","11,010","11,150","11,150","10,950","22,75K","-1,26%"
"12.05.2026","11,150","11,150","11,150","11,150","2,00K","0,36%"
"11.05.2026","11,110","11,000","11,400","11,000","8,26K","-1,51%"
"08.05.2026","11,280","11,350","11,350","11,280","3,67K","-0,18%"
"07.05.2026","11,300","11,350","11,350","11,290","113,34K","-0,44%"
"06.05.2026","11,350","11,150","11,350","11,150","15,19K","1,25%"
"05.05.2026","11,210","11,200","11,320","11,200","28,80K","0,63%"
"04.05.2026","11,140","11,100","11,500","11,100","13,07K","-3,13%"
"30.04.2026","11,500","11,050","11,500","11,050","253,13K","5,02%"
"29.04.2026","10,950","11,120","11,120","10,950","4,91K","-0,18%"
"28.04.2026","10,970","10,950","11,050","10,900","12,59K","-2,05%"
"27.04.2026","11,200","11,200","11,200","11,110","5,61K","0,00%"
"24.04.2026","11,200","11,200","11,200","11,200","6,36K","0,18%"
"23.04.2026","11,180","11,450","11,450","11,100","18,13K","0,93%"
"21.04.2026","11,077","11,028","11,077","11,028","6,93K","0,00%"
"20.04.2026","11,077","11,028","11,077","11,028","4,37K","1,33%"
"17.04.2026","10,932","11,135","11,135","10,738","45,91K","-1,82%"
"16.04.2026","11,135","11,173","11,222","11,135","27,21K","0,35%"
"15.04.2026","11,096","11,319","11,319","10,787","28,78K","-5,16%"
"14.04.2026","11,700","11,700","11,720","11,520","2,38K","0,00%"
"13.04.2026","11,700","11,760","11,900","11,650","24,83K","-0,43%"
"10.04.2026","11,750","11,800","11,850","11,750","11,65K","-0,84%"
"09.04.2026","11,850","11,860","11,860","11,850","4,31K","0,00%"
"08.04.2026","11,850","12,000","12,000","11,850","31,51K","0,42%"
"07.04.2026","11,800","11,710","11,800","11,710","6,06K","0,85%"
"06.04.2026","11,700","11,700","11,700","11,700","14,05K","0,00%"
"01.04.2026","11,700","11,500","11,600","11,500","6,65K","4,46%"
"31.03.2026","11,200","11,770","11,900","11,200","44,88K","-4,84%"
"30.03.2026","11,770","11,650","11,770","11,600","72,78K","1,03%"
"27.03.2026","11,650","11,950","11,950","11,570","22,64K","0,43%"
"26.03.2026","11,600","11,950","11,950","11,600","31,98K","-0,85%"
"25.03.2026","11,700","11,700","11,700","11,700","25,28K","1,21%"
"24.03.2026","11,560","11,560","11,560","11,560","5,40K","0,09%"
"23.03.2026","11,550","11,650","11,650","11,550","12,74K","-1,53%"
"20.03.2026","11,730","11,550","11,730","11,400","606,73K","1,56%"
"19.03.2026","11,550","11,850","11,900","11,550","20,58K","-2,53%"
"18.03.2026","11,850","11,990","12,000","11,850","27,11K","0,00%"
"17.03.2026","11,850","11,750","11,900","11,750","9,81K","0,85%"
"16.03.2026","11,750","11,710","11,800","11,700","14,37K","0,43%"
"13.03.2026","11,700","11,700","11,710","11,600","126,58K","-0,26%"
"12.03.2026","11,730","11,670","11,730","11,600","105,38K","0,51%"
"11.03.2026","11,670","11,690","11,700","11,650","38,12K","0,26%"
"10.03.2026","11,640","11,550","11,650","11,550","128,08K","0,78%"
"09.03.2026","11,550","11,150","11,600","11,150","19,41K","1,76%"
"06.03.2026","11,350","11,450","11,450","11,350","6,17K","-0,87%"
"05.03.2026","11,450","11,640","11,650","11,450","24,20K","-1,38%"
"04.03.2026","11,610","11,640","11,650","11,610","7,32K","-0,26%"
"03.03.2026","11,640","11,690","11,700","11,600","10,58K","-0,43%"
"02.03.2026","11,690","11,700","11,700","11,690","37,63K","-0,09%"
"27.02.2026","11,700","11,700","11,700","11,640","17,82K","0,00%"
"26.02.2026","11,700","11,700","11,700","11,700","8,28K","0,86%"
"25.02.2026","11,600","11,570","11,680","11,570","5,44K","0,26%"
"24.02.2026","11,570","11,640","11,650","11,570","17,45K","-0,60%"
"23.02.2026","11,640","11,660","11,660","11,640","11,69K","-0,17%"
"20.02.2026","11,660","11,450","11,690","11,450","10,01K","2,10%"
"19.02.2026","11,420","11,600","11,600","11,420","14,21K","-1,55%"
"18.02.2026","11,600","11,500","11,600","11,500","10,95K","1,75%"
"17.02.2026","11,400","11,700","11,700","11,400","21,44K","-0,87%"
"16.02.2026","11,500","11,500","11,500","11,500","4,69K","0,00%"
"13.02.2026","11,500","11,500","11,500","11,500","1,56K","0,00%"
"12.02.2026","11,500","11,500","11,600","11,500","7,87K","0,44%"
"11.02.2026","11,450","11,500","11,550","11,320","20,55K","-0,43%"
"10.02.2026","11,500","11,520","11,520","11,500","10,45K","-1,96%"
"09.02.2026","11,730","11,700","11,800","11,400","64,50K","0,26%"
"06.02.2026","11,700","11,650","11,750","11,650","292,64K","3,08%"
"05.02.2026","11,350","11,400","11,500","11,400","297,67K","-0,44%"
"04.02.2026","11,400","11,430","11,470","11,400","20,87K","-0,44%"
"03.02.2026","11,450","11,600","11,600","11,450","36,72K","-1,29%"
"02.02.2026","11,600","11,500","11,680","11,500","83,47K","0,96%"
"30.01.2026","11,490","11,480","11,500","11,310","26,30K","-0,43%"
"29.01.2026","11,540","11,550","11,550","11,500","28,08K","0,52%"
"28.01.2026","11,480","11,400","11,480","11,400","46,15K","0,88%"
"27.01.2026","11,380","11,380","11,400","11,360","59,14K","0,26%"
"26.01.2026","11,350","11,330","11,400","11,300","23,61K","0,00%"
"23.01.2026","11,350","11,400","11,400","11,350","15,89K","-0,35%"
"22.01.2026","11,390","11,400","11,400","11,210","11,83K","-0,09%"
"21.01.2026","11,400","11,450","11,450","11,400","27,06K","-0,44%"
"20.01.2026","11,450","11,500","11,500","11,150","11,35K","-0,43%"
"19.01.2026","11,500","11,490","11,500","11,490","8,07K","0,09%"
"16.01.2026","11,490","11,550","11,550","11,480","45,70K","-0,52%"
"15.01.2026","11,550","11,500","11,550","11,480","116,31K","1,14%"
"14.01.2026","11,420","11,550","11,550","11,420","37,22K","-1,13%"
"13.01.2026","11,550","11,500","11,550","11,470","74,50K","0,43%"
"12.01.2026","11,500","11,450","11,500","11,440","9,28K","0,44%"
"09.01.2026","11,450","11,350","11,450","11,330","25,22K","0,88%"
"08.01.2026","11,350","11,490","11,490","11,300","16,78K","-1,22%"
"07.01.2026","11,490","11,700","11,700","11,450","312,84K","-0,52%"
"06.01.2026","11,550","11,020","11,550","11,020","33,45K","4,81%"
"05.01.2026","11,020","10,770","11,170","10,770","630,07K","2,89%"
"02.01.2026","10,710","10,510","10,800","10,510","14,55K","0,09%"
"31.12.2025","10,700","10,700","10,700","10,700","2,89K","0,00%"
"30.12.2025","10,700","10,500","10,700","10,500","23,99K","1,90%"
"29.12.2025","10,500","10,250","10,550","10,250","18,80K","2,44%"
"26.12.2025","10,250","9,950","10,250","9,950","21,26K","3,02%"
"24.12.2025","9,950","9,870","10,000","9,870","7,22K","1,02%"
"23.12.2025","9,850","9,800","9,850","9,800","13,90K","1,03%"
"22.12.2025","9,750","9,650","9,800","9,600","33,73K","2,63%"
"19.12.2025","9,500","9,750","9,750","9,500","18,13K","-0,11%"
"18.12.2025","9,510","9,460","9,650","9,460","16,83K","0,42%"
"17.12.2025","9,470","9,440","9,480","9,440","27,49K","0,21%"
"16.12.2025","9,450","9,450","9,500","9,450","28,55K","-0,53%"
"15.12.2025","9,500","9,500","9,500","9,450","30,59K","-0,11%"
"12.12.2025","9,510","9,510","9,510","9,490","20,03K","0,11%"
"11.12.2025","9,500","9,450","9,500","9,280","37,10K","2,15%"
"10.12.2025","9,300","9,300","9,500","9,300","2,46K","0,00%"
"05.12.2025","9,300","9,310","9,440","9,300","9,61K","-1,59%"
"04.12.2025","9,450","9,280","9,450","9,280","136,00K","1,72%"
"03.12.2025","9,290","9,260","9,300","9,200","553,12K","0,00%"
"02.12.2025","9,290","9,450","9,450","9,290","56,63K","-1,69%"
"01.12.2025","9,450","9,450","9,450","9,300","513,48K","1,61%"
"28.11.2025","9,300","9,120","9,300","9,120","10,67K","1,97%"
"27.11.2025","9,120","9,100","9,120","9,100","5,25K","0,22%"
"26.11.2025","9,100","9,300","9,300","9,100","78,03K","0,00%"
"25.11.2025","9,100","9,060","9,100","9,060","12,49K","1,11%"
"24.11.2025","9,000","9,000","9,000","9,000","1,83K","0,00%"
"21.11.2025","9,000","9,150","9,150","9,000","18,18K","-3,23%"
"20.11.2025","9,300","9,330","9,330","9,300","4,42K","1,65%"
"19.11.2025","9,149","9,149","9,149","9,149","7,62K","2,15%"
"18.11.2025","8,957","9,149","9,149","8,957","45,88K","-0,11%"
"17.11.2025","8,966","9,217","9,217","8,957","6,11K","0,11%"
"14.11.2025","8,957","9,101","9,101","8,909","12,93K","0,00%"
"13.11.2025","8,957","9,005","9,005","8,957","116,56K","-3,69%"
"12.11.2025","9,300","9,290","9,300","9,290","27,71K","1,09%"
"11.11.2025","9,200","9,300","9,300","9,200","3,61K","-1,08%"
"10.11.2025","9,300","9,300","9,300","9,300","37,43K","1,20%"
"07.11.2025","9,190","9,190","9,190","9,190","1,92K","-1,39%"
"06.11.2025","9,320","9,360","9,400","9,320","7,17K","-0,32%"
"05.11.2025","9,350","9,330","9,380","9,330","11,82K","0,54%"
"04.11.2025","9,300","9,320","9,320","9,300","189,65K","0,00%"
"03.11.2025","9,300","9,240","9,300","9,220","43,01K","1,09%"
"31.10.2025","9,200","9,160","9,200","8,650","1,05M","-0,54%"
"30.10.2025","9,250","9,300","9,300","9,250","24,31K","-0,54%"
"29.10.2025","9,300","9,200","9,300","9,200","23,33K","0,00%"
"28.10.2025","9,300","9,300","9,300","9,300","7,89K","1,09%"
"27.10.2025","9,200","9,200","9,300","9,200","12,10K","0,00%"
"24.10.2025","9,200","9,200","9,220","9,200","38,01K","0,00%"
"23.10.2025","9,200","9,200","9,200","9,200","5,10K","0,00%"
"22.10.2025","9,200","9,250","9,250","9,150","16,57K","0,55%"
"21.10.2025","9,150","9,300","9,300","9,120","26,99K","-1,40%"
"20.10.2025","9,280","9,280","9,280","9,280","4,28K","-0,22%"
"17.10.2025","9,300","9,300","9,300","9,280","8,75K","0,22%"
"16.10.2025","9,280","9,300","9,300","9,280","78,29K","0,32%"
"15.10.2025","9,250","9,250","9,250","9,250","15,96K","0,00%"
"14.10.2025","9,250","9,200","9,250","9,200","12,24K","0,54%"
"13.10.2025","9,200","9,260","9,260","9,200","6,39K","-0,65%"
"10.10.2025","9,260","9,300","9,300","9,260","4,59K","-1,49%"
"09.10.2025","9,400","9,320","9,400","9,320","14,06K","0,00%"
"07.10.2025","9,400","9,380","9,420","9,380","17,94K","-0,53%"
"06.10.2025","9,450","9,150","9,450","9,150","23,96K","6,30%"
"03.10.2025","8,890","8,950","8,950","8,890","20,08K","0,23%"
"02.10.2025","8,870","8,850","8,950","8,850","41,82K","0,34%"
"01.10.2025","8,840","8,850","8,850","8,840","8,60K","0,68%"
"30.09.2025","8,780","8,780","8,780","8,780","27,79K","0,00%"
"29.09.2025","8,780","8,820","8,820","8,780","26,02K","0,00%"
"26.09.2025","8,780","8,750","8,800","8,750","45,65K","-0,23%"
"25.09.2025","8,800","8,700","8,800","8,700","138,67K","2,33%"
"24.09.2025","8,600","8,650","8,850","8,600","47,04K","-0,12%"
"23.09.2025","8,610","8,610","8,610","8,610","1,33K","0,00%"
"22.09.2025","8,610","8,600","8,700","8,600","10,82K","0,12%"
"19.09.2025","8,600","8,650","8,660","8,600","2,43M","-1,15%"
"18.09.2025","8,700","8,700","8,700","8,700","2,96K","-0,46%"
"17.09.2025","8,740","8,850","8,850","8,740","15,02K","-1,47%"
"16.09.2025","8,870","8,870","8,870","8,870","3,73K","-1,44%"
"15.09.2025","9,000","9,000","9,000","9,000","47,55K","1,12%"
"12.09.2025","8,900","8,980","8,980","8,900","5,62K","-1,00%"
"11.09.2025","8,990","9,000","9,000","8,990","8,49K","0,45%"
"10.09.2025","8,950","8,900","8,950","8,900","7,38K","0,56%"
"09.09.2025","8,900","8,860","8,900","8,850","147,22K","1,14%"
"08.09.2025","8,800","8,820","8,820","8,800","25,32K","0,00%"
"05.09.2025","8,800","8,800","8,800","8,700","46,02K","0,00%"
"04.09.2025","8,800","8,760","8,800","8,760","6,73K","0,92%"
"03.09.2025","8,720","8,700","8,750","8,700","13,32K","-2,02%"
"02.09.2025","8,900","8,750","8,900","8,700","168,25K","2,30%"
"01.09.2025","8,700","8,980","8,980","8,700","24,10K","-2,25%"
"29.08.2025","8,900","8,900","8,900","8,900","17,25K","0,00%"
"28.08.2025","8,900","8,800","8,900","8,800","75,86K","1,14%"
"27.08.2025","8,800","8,900","8,900","8,800","11,73K","-1,46%"
"26.08.2025","8,930","8,930","8,930","8,930","4,01K","0,34%"
"25.08.2025","8,900","8,750","8,900","8,750","10,37K","2,30%"
"22.08.2025","8,700","8,900","8,900","8,700","234,83K","0,00%"
"21.08.2025","8,700","9,050","9,050","8,700","760,26K","-3,33%"
"20.08.2025","9,000","9,150","9,150","8,850","81,51K","-1,96%"
"19.08.2025","9,180","9,180","9,180","9,180","4,79K","0,00%"
"18.08.2025","9,180","9,200","9,300","9,000","26,15K","-2,13%"
"15.08.2025","9,380","9,380","9,380","9,380","1,64K","0,00%"
"14.08.2025","9,380","9,380","9,390","9,380","6,52K","-0,11%"
"13.08.2025","9,390","9,420","9,420","9,390","10,48K","-0,84%"
"12.08.2025","9,470","9,470","9,470","9,470","4,50K","-1,04%"
"11.08.2025","9,570","9,570","9,570","9,570","3,54K","0,74%"
"08.08.2025","9,500","9,600","9,600","9,500","4,44K","-0,52%"
"07.08.2025","9,550","9,550","9,550","9,550","6,39K","-0,83%"
"05.08.2025","9,630","9,630","9,630","9,630","0,83K","0,00%"
"04.08.2025","9,630","9,630","9,630","9,630","5,78K","0,84%"
"01.08.2025","9,550","9,550","9,550","9,550","1,66K","0,00%"
"31.07.2025","9,550","9,570","9,570","9,550","16,46K","0,00%"
"30.07.2025","9,550","9,550","9,550","9,550","21,30K","-1,04%"
"25.07.2025","9,650","9,700","9,700","9,650","28,07K","-0,92%"
"24.07.2025","9,740","9,740","9,740","9,740","2,82K","0,00%"
"22.07.2025","9,740","9,740","9,740","9,740","2,22K","0,00%"
"21.07.2025","9,740","9,740","9,740","9,740","3,76K","-0,81%"
"18.07.2025","9,820","9,820","9,820","9,820","1,03K","0,00%"
"17.07.2025","9,820","9,830","9,830","9,820","4,37K","-0,10%"
"16.07.2025","9,830","9,650","9,830","9,650","5,47K","1,87%"
"15.07.2025","9,650","9,650","9,650","9,650","3,23K","0,00%"
"14.07.2025","9,650","9,650","9,650","9,650","8,67K","0,00%"
"11.07.2025","9,650","9,650","9,650","9,650","3,25K","-1,93%"
"10.07.2025","9,840","9,700","9,840","9,680","11,16K","1,23%"
"09.07.2025","9,720","9,700","9,720","9,700","6,57K","0,21%"
"08.07.2025","9,700","9,700","9,700","9,700","520,15K","0,00%"
"07.07.2025","9,700","9,600","9,700","9,600","181,61K","0,10%"
"04.07.2025","9,690","9,650","9,690","9,650","4,53K","-0,10%"
"03.07.2025","9,700","9,560","9,700","9,560","5,43K","1,57%"
"02.07.2025","9,550","9,620","9,620","9,550","7,72K","-0,52%"
"01.07.2025","9,600","9,600","9,600","9,600","3,04K","0,52%"
"30.06.2025","9,550","9,570","9,570","9,550","15,91K","0,00%"
"27.06.2025","9,550","9,580","9,580","9,550","32,85K","-1,55%"
"26.06.2025","9,700","9,700","9,700","9,700","75,21K","-0,10%"
"25.06.2025","9,710","9,550","9,710","9,550","47,17K","1,89%"
"24.06.2025","9,530","9,500","9,530","9,500","15,38K","-1,65%"
"23.06.2025","9,690","9,800","9,800","9,500","17,35K","-0,10%"
"20.06.2025","9,700","9,570","9,700","9,570","56,59K","1,46%"
"19.06.2025","9,560","9,700","9,700","9,560","12,18K","-1,44%"
"18.06.2025","9,700","9,350","9,900","9,350","28,83K","3,74%"
"17.06.2025","9,350","9,100","9,400","9,100","140,44K","3,89%"
"16.06.2025","9,000","9,000","9,000","9,000","8,46K","0,00%"
"13.06.2025","9,000","9,000","9,000","8,990","5,71K","0,22%"
"12.06.2025","8,980","8,980","8,980","8,980","3,26K","0,79%"
"11.06.2025","8,910","8,860","8,910","8,830","49,32K","-0,45%"
"10.06.2025","8,950","8,700","8,950","8,700","14,83K","3,35%"
"09.06.2025","8,660","8,700","8,700","8,660","105,20K","-0,46%"
"06.06.2025","8,700","8,660","8,700","8,660","9,86K","0,58%"
"05.06.2025","8,650","8,700","8,700","8,650","3,05K","0,00%"
"04.06.2025","8,650","8,630","8,650","8,620","6,07K","0,35%"
"03.06.2025","8,620","8,630","8,630","8,610","29,50K","-0,35%"
"02.06.2025","8,650","8,610","8,650","8,550","158,74K","0,35%"
"30.05.2025","8,620","8,620","8,620","8,620","22,44K","0,23%"
"29.05.2025","8,600","8,600","8,650","8,600","4,99K","0,00%"
"28.05.2025","8,600","8,600","8,600","8,600","7,69K","0,00%"
"27.05.2025","8,600","8,600","8,600","8,600","161,63K","0,58%"
"26.05.2025","8,550","8,550","8,550","8,550","42,42K","0,00%"
"23.05.2025","8,550","8,550","8,550","8,550","20,37K","0,00%"
"22.05.2025","8,550","8,530","8,550","8,530","20,67K","0,47%"
"21.05.2025","8,510","8,510","8,520","8,510","398,74K","0,00%"
"20.05.2025","8,510","8,550","8,550","8,510","15,97K","0,00%"
"19.05.2025","8,510","8,510","8,510","8,510","82,61K","-0,47%"
"16.05.2025","8,550","8,460","8,550","8,460","6,06K","1,06%"
"15.05.2025","8,460","8,490","8,490","8,450","21,67K","-0,35%"
"14.05.2025","8,490","8,460","8,490","8,460","305,78K","0,00%"
"13.05.2025","8,490","8,490","8,490","8,490","1,79K","0,00%"
"12.05.2025","8,490","8,490","8,490","8,490","3,09K","0,47%"
"09.05.2025","8,450","8,400","8,450","8,400","6,48K","0,60%"
"08.05.2025","8,400","8,550","8,550","8,400","15,34K","-0,59%"
"07.05.2025","8,450","8,450","8,450","8,430","156,14K","0,36%"
"06.05.2025","8,420","8,420","8,420","8,420","94,78K","0,24%"
"05.05.2025","8,400","8,400","8,400","8,390","9,11K","1,20%"
"02.05.2025","8,300","8,300","8,300","8,300","2,49K","1,10%"
"30.04.2025","8,210","8,210","8,220","8,210","16,38K","0,12%"
"29.04.2025","8,200","8,190","8,200","8,190","10,37K","0,99%"
"28.04.2025","8,120","8,120","8,120","8,120","0,46K","0,00%"
"25.04.2025","8,120","8,110","8,120","8,110","5,48K","0,12%"
"24.04.2025","8,110","8,110","8,110","8,110","24,66K","0,12%"
"23.04.2025","8,100","8,100","8,100","8,100","3,45K","0,37%"
"22.04.2025","8,070","8,070","8,070","8,070","149,24K","0,00%"
"21.04.2025","8,070","8,070","8,070","8,070","3,24K","-0,12%"
"16.04.2025","8,080","8,080","8,080","8,080","7,52K","-0,25%"
"15.04.2025","8,100","8,100","8,110","8,100","15,33K","0,00%"
"14.04.2025","8,100","8,030","8,100","8,030","9,83K","-4,14%"
"11.04.2025","8,450","8,490","8,520","8,450","137,20K","-0,59%"
"10.04.2025","8,500","8,450","8,500","8,450","307,23K","0,00%"
"09.04.2025","8,500","8,450","8,500","8,450","17,32K","0,59%"
"08.04.2025","8,450","8,450","8,450","8,450","5,47K","0,00%"
"07.04.2025","8,450","8,450","8,450","8,450","22,58K","-0,94%"
"04.04.2025","8,530","8,550","8,550","8,530","19,33K","-0,23%"
"03.04.2025","8,550","8,550","8,550","8,550","9,58K","0,00%"
"02.04.2025","8,550","8,550","8,550","8,500","154,18K","-0,58%"
"01.04.2025","8,600","8,500","8,600","8,500","74,36K","1,18%"
"31.03.2025","8,500","8,450","8,500","8,450","171,90K","0,00%"
"28.03.2025","8,500","8,500","8,520","8,500","58,01K","0,00%"
"27.03.2025","8,500","8,500","8,500","8,500","23,57K","0,00%"
"26.03.2025","8,500","8,500","8,550","8,490","285,82K","0,00%"
"25.03.2025","8,500","8,400","8,500","8,360","897,47K","1,19%"
"24.03.2025","8,400","8,400","8,400","8,320","67,18K","1,08%"
"21.03.2025","8,310","8,370","8,370","8,300","36,69K","-0,72%"
"20.03.2025","8,370","8,350","8,370","8,350","48,08K","0,24%"
"19.03.2025","8,350","8,700","8,700","8,300","115,47K","-4,57%"
"18.03.2025","8,750","8,000","8,750","8,000","43,42M","8,70%"
"17.03.2025","8,050","8,000","8,050","8,000","112,52K","0,12%"
"14.03.2025","8,040","8,000","8,070","8,000","14,67K","0,50%"
"13.03.2025","8,000","8,000","8,010","8,000","42,16K","0,00%"
"12.03.2025","8,000","8,000","8,000","8,000","252,48K","0,00%"
"11.03.2025","8,000","7,950","8,050","7,900","996,19K","0,00%"
"10.03.2025","8,000","8,000","8,000","8,000","11,87K","0,00%"
"07.03.2025","8,000","8,000","8,000","8,000","81,85K","0,00%"
"06.03.2025","8,000","8,000","8,020","8,000","326,45K","-0,62%"
"05.03.2025","8,050","8,050","8,050","7,990","60,99K","0,63%"
"04.03.2025","8,000","8,000","8,050","7,990","326,25K","0,00%"
"03.03.2025","8,000","8,000","8,000","7,900","332,42K","0,00%"
"28.02.2025","8,000","7,450","8,000","7,450","1,71M","7,38%"
"27.02.2025","7,450","7,440","7,450","7,400","19,29K","0,00%"
"26.02.2025","7,450","7,350","7,450","7,350","37,69K","1,36%"
"25.02.2025","7,350","7,300","7,350","7,270","48,06K","1,10%"
"24.02.2025","7,270","7,350","7,350","7,250","117,66K","0,28%"
"21.02.2025","7,250","7,220","7,250","7,220","26,17K","0,42%"
"20.02.2025","7,220","7,190","7,220","7,190","33,34K","0,42%"
"19.02.2025","7,190","7,200","7,220","7,180","44,47K","0,00%"
"18.02.2025","7,190","7,230","7,230","7,140","27,70K","-0,69%"
"17.02.2025","7,240","7,100","7,250","7,100","15,03K","1,97%"
"14.02.2025","7,100","7,100","7,150","7,100","18,92K","1,57%"
"13.02.2025","6,990","6,990","6,990","6,990","29,25K","-0,14%"
"12.02.2025","7,000","7,000","7,000","6,980","156,13K","0,72%"
"11.02.2025","6,950","6,990","6,990","6,950","9,31K","0,00%"
"10.02.2025","6,950","6,910","6,950","6,910","7,52K","0,58%"
"07.02.2025","6,910","6,900","6,940","6,900","388,59K","0,14%"
"06.02.2025","6,900","6,910","6,910","6,900","31,63K","-0,14%"
"05.02.2025","6,910","6,900","6,910","6,900","18,04K","0,14%"
"04.02.2025","6,900","6,900","6,900","6,900","7,15K","0,00%"
"03.02.2025","6,900","6,900","6,900","6,900","10,82K","-0,14%"
"31.01.2025","6,910","6,930","6,930","6,910","437,63K","0,14%"
"30.01.2025","6,900","6,900","6,900","6,900","5,18K","0,00%"
"29.01.2025","6,900","6,900","6,910","6,900","88,71K","0,00%"
"28.01.2025","6,900","6,900","6,950","6,900","15,43K","0,73%"
"27.01.2025","6,850","6,900","6,900","6,850","95,62K","-0,72%"
"24.01.2025","6,900","6,860","6,900","6,860","35,93K","0,00%"
"23.01.2025","6,900","6,950","6,950","6,900","106,11K","-1,15%"
"22.01.2025","6,980","6,850","6,980","6,850","494,83K","2,65%"
"21.01.2025","6,800","6,800","6,810","6,800","15,46K","0,00%"
"20.01.2025","6,800","6,800","6,800","6,700","17,90K","1,49%"
"17.01.2025","6,700","6,750","6,800","6,700","24,31K","-0,74%"
"16.01.2025","6,750","6,750","6,750","6,750","29,05K","0,00%"
"15.01.2025","6,750","6,730","6,800","6,730","606,39K","0,00%"
"14.01.2025","6,750","6,740","6,750","6,700","74,77K","0,00%"
"13.01.2025","6,750","6,700","6,750","6,690","721,68K","0,15%"
"10.01.2025","6,740","6,750","6,750","6,740","5,12K","-0,15%"
"09.01.2025","6,750","6,750","6,750","6,750","4,29K","0,00%"
"08.01.2025","6,750","6,680","6,750","6,680","639,61K","0,15%"
"07.01.2025","6,740","6,800","6,800","6,740","36,95K","-0,88%"
"06.01.2025","6,800","6,800","6,800","6,760","37,45K","-0,73%"
"03.01.2025","6,850","6,860","6,860","6,850","20,74K","-0,72%"
"02.01.2025","6,900","6,940","6,940","6,900","15,29K","0,00%"
"31.12.2024","6,900","6,950","6,950","6,900","4,69K","-0,72%"
"30.12.2024","6,950","6,920","6,950","6,900","42,95K","0,00%"
"27.12.2024","6,950","6,950","6,950","6,900","54,02K","0,00%"
"26.12.2024","6,950","6,900","6,950","6,900","1,50M","1,02%"
"24.12.2024","6,880","6,880","6,900","6,880","545,97K","0,44%"
"23.12.2024","6,850","6,810","6,850","6,810","1,36M","0,74%"
"20.12.2024","6,800","6,800","6,850","6,800","58,42K","0,00%"
"19.12.2024","6,800","6,890","6,890","6,750","907,70K","0,74%"
"18.12.2024","6,750","6,700","6,750","6,700","298,94K","1,35%"
