"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"12.03.2020","7,400","8,160","8,160","7,300","213,30K","-10,09%"
"11.03.2020","8,230","8,400","8,400","8,230","85,27K","-2,02%"
"10.03.2020","8,400","8,500","8,500","8,400","525,53K","1,08%"
"09.03.2020","8,310","8,500","8,500","8,220","198,64K","-3,37%"
"06.03.2020","8,600","8,750","8,750","8,600","1,35M","-2,16%"
"05.03.2020","8,790","8,790","8,790","8,790","104,40K","0,46%"
"04.03.2020","8,750","8,700","8,750","8,650","701,00K","0,57%"
"03.03.2020","8,700","8,600","8,700","8,550","185,34K","1,75%"
"02.03.2020","8,550","8,550","8,550","8,540","67,42K","0,59%"
"28.02.2020","8,500","8,620","8,620","8,500","161,54K","-1,39%"
"27.02.2020","8,620","8,750","8,750","8,620","631,76K","-3,15%"
"26.02.2020","8,900","9,000","9,000","8,900","33,24K","-1,11%"
"25.02.2020","9,000","9,050","9,050","9,000","49,23K","-0,55%"
"24.02.2020","9,050","9,080","9,080","9,050","138,70K","-0,55%"
"21.02.2020","9,100","9,100","9,100","9,100","3,35K","0,00%"
"20.02.2020","9,100","9,100","9,100","9,100","12,16K","0,00%"
"19.02.2020","9,100","9,100","9,100","9,100","3,28K","0,33%"
"18.02.2020","9,070","9,120","9,120","9,070","69,86K","-0,55%"
"17.02.2020","9,120","9,120","9,120","9,120","2,19K","-0,33%"
"14.02.2020","9,150","9,150","9,150","9,150","122,33K","0,00%"
"13.02.2020","9,150","9,150","9,150","9,150","156,42K","0,00%"
"12.02.2020","9,150","9,260","9,260","9,140","233,65K","-1,08%"
"11.02.2020","9,250","9,250","9,250","9,250","321,76K","0,54%"
"10.02.2020","9,200","9,200","9,200","9,200","77,90K","0,55%"
"07.02.2020","9,150","9,150","9,150","9,150","533,44K","0,00%"
"06.02.2020","9,150","9,150","9,150","9,150","9,59K","0,00%"
"05.02.2020","9,150","9,150","9,150","9,150","5,10K","0,55%"
"04.02.2020","9,100","9,100","9,100","9,100","268,96K","0,55%"
"03.02.2020","9,050","9,100","9,100","9,000","501,36K","-0,55%"
"31.01.2020","9,100","9,250","9,300","9,100","766,69K","-2,15%"
"30.01.2020","9,300","9,350","9,350","9,300","510,00K","0,00%"
"29.01.2020","9,300","9,240","9,350","9,240","521,74K","1,09%"
"28.01.2020","9,200","9,190","9,200","9,190","33,55K","0,11%"
"27.01.2020","9,190","9,230","9,230","9,190","258,12K","-0,33%"
"24.01.2020","9,220","9,240","9,240","9,220","277,04K","0,22%"
"23.01.2020","9,200","9,170","9,200","9,170","167,40K","0,33%"
"22.01.2020","9,170","9,100","9,170","9,100","1,06M","0,77%"
"21.01.2020","9,100","9,000","9,100","9,000","794,38K","1,11%"
"20.01.2020","9,000","9,000","9,000","9,000","6,48K","0,00%"
"17.01.2020","9,000","9,000","9,000","9,000","1,21M","40,19%"
"16.01.2020","6,420","6,410","6,420","6,390","380,28K","-29,06%"
"15.01.2020","9,050","9,000","9,100","9,000","1,01M","0,56%"
"14.01.2020","9,000","8,970","9,050","8,950","498,67K","0,90%"
"13.01.2020","8,920","9,000","9,010","8,920","64,79K","-0,89%"
"10.01.2020","9,000","9,000","9,000","8,950","11,89K","0,00%"
"09.01.2020","9,000","9,000","9,000","9,000","524,01K","-0,88%"
"08.01.2020","9,080","9,100","9,100","9,080","159,75K","-0,55%"
"07.01.2020","9,130","9,150","9,150","9,130","116,60K","-0,22%"
"06.01.2020","9,150","9,150","9,150","9,150","3,59K","0,00%"
"03.01.2020","9,150","9,180","9,180","9,150","55,97K","-0,44%"
"02.01.2020","9,190","9,200","9,200","9,190","413,86K","-0,11%"
"31.12.2019","9,200","9,200","9,200","9,200","55,00K","0,00%"
"30.12.2019","9,200","9,200","9,200","9,200","242,26K","0,00%"
"27.12.2019","9,200","9,200","9,200","9,200","146,74K","0,00%"
"26.12.2019","9,200","9,140","9,200","9,140","6,43K","0,11%"
"24.12.2019","9,190","9,200","9,200","9,190","154,08K","-0,11%"
"23.12.2019","9,200","9,200","9,200","9,190","55,85K","0,00%"
"20.12.2019","9,200","9,200","9,200","9,200","121,60K","0,00%"
"19.12.2019","9,200","8,840","9,200","8,840","405,46K","4,66%"
"18.12.2019","8,790","8,700","8,790","8,700","46,27K","1,03%"
"17.12.2019","8,700","8,700","8,700","8,700","598,96K","0,00%"
"16.12.2019","8,700","8,730","8,750","8,700","76,06K","-0,57%"
"13.12.2019","8,750","8,750","8,750","8,750","10,15K","0,00%"
"12.12.2019","8,750","8,800","8,800","8,750","135,46K","-0,57%"
"11.12.2019","8,800","8,900","8,900","8,800","427,61K","-1,68%"
"10.12.2019","8,950","8,620","8,950","8,620","727,59K","3,83%"
"09.12.2019","8,620","8,550","8,620","8,550","40,69K","0,94%"
"06.12.2019","8,540","8,500","8,550","8,500","535,41K","0,47%"
"05.12.2019","8,500","8,500","8,510","8,500","1,63M","0,00%"
"04.12.2019","8,500","8,650","8,650","8,500","1,82M","-1,73%"
"03.12.2019","8,650","8,800","8,800","8,650","194,57K","-1,70%"
"02.12.2019","8,800","8,800","8,800","8,800","39,53K","0,00%"
"29.11.2019","8,800","8,800","8,800","8,800","5,00K","0,57%"
"28.11.2019","8,750","8,850","8,850","8,750","80,45K","-0,57%"
"27.11.2019","8,800","8,860","8,860","8,750","151,91K","-1,12%"
"26.11.2019","8,900","8,900","8,900","8,900","234,05K","0,00%"
"25.11.2019","8,900","8,900","8,900","8,900","5,34K","0,00%"
"22.11.2019","8,900","8,900","8,900","8,900","39,18K","0,00%"
"21.11.2019","8,900","8,900","8,900","8,900","135,00K","0,11%"
"20.11.2019","8,890","8,850","8,890","8,850","130,97K","0,45%"
"19.11.2019","8,850","8,930","8,930","8,850","418,58K","-0,90%"
"18.11.2019","8,930","8,970","8,970","8,930","382,81K","-0,78%"
"15.11.2019","9,000","9,000","9,000","9,000","15,93K","0,00%"
"14.11.2019","9,000","8,960","9,000","8,960","174,20K","0,00%"
"13.11.2019","9,000","9,000","9,000","9,000","147,50K","0,00%"
"12.11.2019","9,000","9,000","9,000","9,000","96,64K","0,00%"
"11.11.2019","9,000","8,950","9,000","8,950","250,15K","0,00%"
"08.11.2019","9,000","9,200","9,200","9,000","187,05K","-2,17%"
"07.11.2019","9,200","9,200","9,200","9,200","146,37K","0,00%"
"06.11.2019","9,200","9,200","9,200","9,200","652,79K","0,00%"
"05.11.2019","9,200","9,200","9,200","9,200","354,55K","0,00%"
"04.11.2019","9,200","9,170","9,200","9,170","14,04K","0,33%"
"31.10.2019","9,170","9,200","9,200","9,170","537,60K","0,11%"
"30.10.2019","9,160","9,200","9,200","9,150","20,21K","-0,43%"
"29.10.2019","9,200","9,230","9,230","9,200","179,38K","-0,33%"
"28.10.2019","9,230","9,150","9,230","9,150","6,55K","0,33%"
"25.10.2019","9,200","9,230","9,230","9,200","110,09K","-0,33%"
"24.10.2019","9,230","9,230","9,230","9,220","92,32K","0,00%"
"23.10.2019","9,230","9,300","9,300","9,230","235,53K","-0,97%"
"22.10.2019","9,320","9,360","9,360","9,320","10,19K","-0,85%"
"21.10.2019","9,400","9,450","9,450","9,400","75,56K","-0,11%"
"18.10.2019","9,410","9,350","9,410","9,350","117,86K","1,07%"
"17.10.2019","9,310","9,310","9,310","9,310","5,00K","0,54%"
"16.10.2019","9,260","9,260","9,260","9,260","142,43K","-0,43%"
"15.10.2019","9,300","9,250","9,300","9,250","30,97K","0,00%"
"14.10.2019","9,300","9,250","9,300","9,250","91,13K","1,09%"
"11.10.2019","9,200","9,050","9,200","9,000","100,03K","2,22%"
"10.10.2019","9,000","9,000","9,000","9,000","291,85K","0,00%"
"09.10.2019","9,000","9,020","9,030","9,000","880,94K","-0,22%"
"07.10.2019","9,020","9,010","9,020","9,010","6,89K","0,11%"
"04.10.2019","9,010","9,000","9,050","9,000","219,02K","0,11%"
"03.10.2019","9,000","9,000","9,000","9,000","147,25K","-0,55%"
"02.10.2019","9,050","9,080","9,080","9,050","8,71K","-0,33%"
"01.10.2019","9,080","9,200","9,250","9,000","337,40K","-2,37%"
"30.09.2019","9,300","9,300","9,300","9,300","","0,00%"
"27.09.2019","9,300","9,300","9,300","9,300","67,32K","0,54%"
"26.09.2019","9,250","9,260","9,260","9,250","42,10K","-0,11%"
"25.09.2019","9,260","9,300","9,300","9,260","5,90K","-0,43%"
"24.09.2019","9,300","9,350","9,350","9,300","173,40K","-0,53%"
"23.09.2019","9,350","9,350","9,400","9,350","88,54K","0,54%"
"20.09.2019","9,300","9,250","9,300","9,250","4,23M","0,54%"
"19.09.2019","9,250","9,400","9,400","9,250","1,17M","-1,60%"
"18.09.2019","9,400","9,390","9,400","9,390","4,15K","0,11%"
"17.09.2019","9,390","9,390","9,390","9,390","10,00K","0,00%"
"16.09.2019","9,390","9,390","9,390","9,390","1,00K","-0,11%"
"13.09.2019","9,400","9,400","9,400","9,350","133,87K","0,00%"
"12.09.2019","9,400","9,400","9,450","9,400","54,37K","0,00%"
"11.09.2019","9,400","9,400","9,400","9,400","281,28K","0,00%"
"10.09.2019","9,400","9,410","9,410","9,400","20,60K","0,43%"
"09.09.2019","9,360","9,400","9,400","9,360","95,46K","-0,43%"
"06.09.2019","9,400","9,400","9,400","9,350","206,83K","0,53%"
"05.09.2019","9,350","9,500","9,500","9,300","1,05M","-0,53%"
"04.09.2019","9,400","9,500","9,500","9,400","251,42K","-1,05%"
"03.09.2019","9,500","9,550","9,550","9,500","71,49K","0,00%"
"02.09.2019","9,500","9,500","9,550","9,500","446,39K","0,00%"
"29.08.2019","9,500","9,500","9,500","9,500","5,55K","0,53%"
"28.08.2019","9,450","9,450","9,450","9,450","113,97K","0,53%"
"27.08.2019","9,400","9,350","9,400","9,350","176,96K","0,00%"
"26.08.2019","9,400","9,400","9,400","9,400","5,00K","-0,53%"
"23.08.2019","9,450","9,500","9,500","9,450","102,06K","-1,15%"
"22.08.2019","9,560","9,700","9,700","9,560","77,45K","0,00%"
"21.08.2019","9,560","9,600","9,600","9,560","260,00K","-1,44%"
"20.08.2019","9,700","9,600","9,700","9,600","131,60K","0,52%"
"19.08.2019","9,650","9,650","9,750","9,650","5,63K","0,00%"
"16.08.2019","9,650","9,650","9,700","9,650","808,07K","-0,52%"
"15.08.2019","9,700","9,650","9,700","9,650","12,37K","0,00%"
"14.08.2019","9,700","9,650","9,700","9,650","2,31K","0,52%"
"13.08.2019","9,650","9,700","9,700","9,650","2,94K","0,52%"
"12.08.2019","9,600","9,700","9,700","9,600","229,40K","-1,03%"
"09.08.2019","9,700","9,800","9,800","9,700","104,92K","-1,52%"
"08.08.2019","9,850","9,800","9,850","9,750","899,50K","1,03%"
"07.08.2019","9,750","9,800","9,800","9,750","937,56K","-0,51%"
"06.08.2019","9,800","9,950","9,950","9,800","187,19K","-1,51%"
"05.08.2019","9,950","10,000","10,000","9,950","9,90K","-1,97%"
"02.08.2019","10,150","10,000","10,150","10,000","42,72K","1,40%"
"01.08.2019","10,010","10,500","10,500","10,010","165,00K","-5,57%"
"31.07.2019","10,600","10,600","10,600","10,500","66,31K","-0,84%"
"30.07.2019","10,690","10,800","10,800","10,690","58,77K","-1,93%"
"26.07.2019","10,900","10,900","10,900","10,900","2,78K","0,00%"
"25.07.2019","10,900","10,900","10,900","10,900","9,39K","0,00%"
"24.07.2019","10,900","10,850","10,900","10,800","135,29K","0,46%"
"23.07.2019","10,850","10,790","10,850","10,790","49,25K","1,40%"
"22.07.2019","10,700","10,800","10,800","10,700","203,09K","-0,47%"
"19.07.2019","10,750","10,650","10,770","10,650","978,89K","0,94%"
"18.07.2019","10,650","10,650","10,650","10,650","3,17K","0,00%"
"17.07.2019","10,650","10,650","10,660","10,650","66,98K","0,00%"
"16.07.2019","10,650","10,550","10,650","10,550","30,10K","0,95%"
"15.07.2019","10,550","10,550","10,550","10,550","145,18K","-1,40%"
"12.07.2019","10,700","10,550","10,700","10,550","147,46K","1,42%"
"11.07.2019","10,550","10,300","10,550","10,300","704,57K","2,93%"
"10.07.2019","10,250","10,250","10,250","10,250","187,21K","0,00%"
"09.07.2019","10,250","10,200","10,250","10,200","27,91K","0,99%"
"08.07.2019","10,150","10,280","10,280","10,150","966,15K","-1,26%"
"05.07.2019","10,280","10,350","10,350","10,280","87,09K","-0,68%"
"04.07.2019","10,350","10,350","10,350","10,320","530,36K","0,10%"
"03.07.2019","10,340","10,350","10,350","10,340","434,47K","-0,10%"
"02.07.2019","10,350","10,330","10,350","10,330","50,74K","0,19%"
"01.07.2019","10,330","10,330","10,350","10,300","481,89K","0,00%"
"28.06.2019","10,330","10,300","10,330","10,300","21,52K","0,10%"
"27.06.2019","10,320","10,280","10,330","10,280","49,06K","0,39%"
"26.06.2019","10,280","10,330","10,330","10,280","299,43K","0,00%"
"25.06.2019","10,280","10,350","10,400","10,280","192,42K","-1,15%"
"24.06.2019","10,400","10,440","10,440","10,400","51,33K","-0,38%"
"21.06.2019","10,440","10,490","10,490","10,440","108,38K","-0,48%"
"20.06.2019","10,490","10,500","10,520","10,490","227,28K","0,00%"
"19.06.2019","10,490","10,500","10,500","10,490","20,97K","-1,04%"
"18.06.2019","10,600","10,550","10,600","10,550","22,41K","0,47%"
"17.06.2019","10,550","10,550","10,550","10,550","312,29K","-0,38%"
"14.06.2019","10,590","10,580","10,600","10,550","104,20K","0,09%"
"13.06.2019","10,580","10,570","10,580","10,570","28,53K","0,09%"
"12.06.2019","10,570","10,590","10,600","10,570","145,00K","-0,09%"
"11.06.2019","10,580","10,580","10,580","10,580","214,35K","0,00%"
"10.06.2019","10,580","10,580","10,580","10,580","200,00K","0,28%"
"07.06.2019","10,550","10,550","10,550","10,550","23,76K","0,00%"
"06.06.2019","10,550","10,570","10,570","10,550","130,10K","-0,47%"
"05.06.2019","10,600","10,650","10,650","10,600","189,33K","-0,47%"
"04.06.2019","10,650","10,650","10,650","10,650","32,05K","0,00%"
"03.06.2019","10,650","10,650","10,650","10,650","370,66K","0,09%"
"31.05.2019","10,640","10,610","10,650","10,610","140,12K","0,28%"
"30.05.2019","10,610","10,610","10,610","10,610","93,98K","0,00%"
"29.05.2019","10,610","10,550","10,610","10,550","430,86K","0,57%"
"28.05.2019","10,550","10,550","10,550","10,550","552,17K","0,48%"
"27.05.2019","10,500","10,500","10,500","10,500","2,24K","0,48%"
"24.05.2019","10,450","10,450","10,450","10,450","5,00K","0,00%"
"23.05.2019","10,450","10,500","10,500","10,400","356,59K","-0,48%"
"22.05.2019","10,500","10,500","10,500","10,500","32,51K","-0,47%"
"21.05.2019","10,550","10,540","10,550","10,540","8,24K","0,09%"
"20.05.2019","10,540","10,550","10,550","10,540","9,36K","0,38%"
"17.05.2019","10,500","10,650","10,650","10,500","75,30K","-1,87%"
"16.05.2019","10,700","10,750","10,750","10,700","72,89K","-0,47%"
"15.05.2019","10,750","10,800","10,800","10,750","14,52K","-0,46%"
"14.05.2019","10,800","10,850","10,850","10,750","424,51K","0,00%"
"13.05.2019","10,800","10,850","10,850","10,800","104,90K","-0,46%"
"10.05.2019","10,850","10,800","10,850","10,800","1,33M","0,93%"
"09.05.2019","10,750","10,750","10,750","10,750","3,00K","0,00%"
"08.05.2019","10,750","10,710","10,750","10,710","81,15K","0,37%"
"07.05.2019","10,710","10,710","10,710","10,710","0,48K","0,00%"
"06.05.2019","10,710","10,710","10,710","10,710","138,30K","0,00%"
"03.05.2019","10,710","10,700","10,730","10,700","85,68K","0,09%"
"02.05.2019","10,700","10,700","10,700","10,600","133,36K","0,00%"
"30.04.2019","10,700","10,600","10,700","10,600","60,01K","0,47%"
"29.04.2019","10,650","10,650","10,650","10,650","99,35K","-0,47%"
"26.04.2019","10,700","10,700","10,700","10,700","1,75K","0,00%"
"25.04.2019","10,700","10,710","10,710","10,660","1,37M","-0,09%"
"24.04.2019","10,710","10,760","10,760","10,710","193,28K","-2,64%"
"23.04.2019","11,000","11,050","11,050","11,000","117,02K","-0,45%"
"22.04.2019","11,050","11,050","11,050","11,000","32,22K","0,45%"
"17.04.2019","11,000","11,050","11,050","11,000","215,41K","-0,45%"
"16.04.2019","11,050","11,100","11,100","11,050","15,01K","0,00%"
"15.04.2019","11,050","11,100","11,100","11,050","164,73K","-0,45%"
"12.04.2019","11,100","11,050","11,100","11,050","11,00K","0,45%"
"11.04.2019","11,050","11,000","11,050","11,000","128,91K","0,00%"
"10.04.2019","11,050","11,050","11,080","11,050","97,15K","0,00%"
"09.04.2019","11,050","11,100","11,100","11,050","65,53K","-0,45%"
"08.04.2019","11,100","11,100","11,100","11,100","104,70K","-0,45%"
"05.04.2019","11,150","11,150","11,240","11,150","88,45K","-0,45%"
"04.04.2019","11,200","11,150","11,200","11,130","552,60K","0,45%"
"03.04.2019","11,150","11,050","11,170","11,050","535,80K","0,90%"
"02.04.2019","11,050","10,950","11,050","10,950","220,11K","1,84%"
"01.04.2019","10,850","10,850","10,850","10,850","123,65K","0,00%"
"29.03.2019","10,850","10,850","10,850","10,850","96,03K","0,00%"
"28.03.2019","10,850","10,900","10,900","10,850","209,66K","-0,46%"
"27.03.2019","10,900","10,950","10,950","10,900","343,12K","-0,91%"
"26.03.2019","11,000","11,050","11,100","11,000","55,35K","-0,45%"
"25.03.2019","11,050","11,150","11,150","11,050","118,26K","-0,90%"
"22.03.2019","11,150","11,150","11,150","11,150","26,05K","-0,27%"
"21.03.2019","11,180","11,180","11,180","11,180","101,47K","-0,18%"
"20.03.2019","11,200","11,240","11,250","11,200","36,32K","-0,36%"
"19.03.2019","11,240","11,240","11,240","11,240","63,15K","-0,09%"
"18.03.2019","11,250","11,240","11,250","11,240","800,39K","0,54%"
"15.03.2019","11,190","11,190","11,240","11,190","130,69K","0,45%"
"14.03.2019","11,140","11,140","11,140","11,140","22,34K","-0,45%"
"13.03.2019","11,190","11,200","11,200","11,190","89,11K","-0,09%"
"12.03.2019","11,200","11,210","11,300","11,200","1,64M","0,00%"
"11.03.2019","11,200","11,150","11,200","11,150","148,76K","0,00%"
"08.03.2019","11,200","11,150","11,200","11,150","605,60K","0,45%"
"07.03.2019","11,150","11,050","11,150","11,050","225,80K","0,90%"
"06.03.2019","11,050","10,990","11,050","10,990","205,27K","0,55%"
"05.03.2019","10,990","11,200","11,200","10,950","677,13K","-2,31%"
"04.03.2019","11,250","11,250","11,250","11,250","5,00K","-0,44%"
"01.03.2019","11,300","11,250","11,300","11,250","5,30K","0,44%"
"28.02.2019","11,250","11,210","11,250","11,210","85,92K","0,00%"
"27.02.2019","11,250","11,300","11,300","11,250","57,00K","-0,35%"
"26.02.2019","11,290","11,300","11,300","11,290","997,85K","-0,09%"
"25.02.2019","11,300","11,310","11,310","11,300","381,45K","0,36%"
"22.02.2019","11,260","11,200","11,260","11,200","94,00K","0,54%"
"21.02.2019","11,200","11,200","11,200","11,150","504,26K","0,00%"
"20.02.2019","11,200","11,260","11,260","11,200","342,49K","-0,53%"
"19.02.2019","11,260","11,200","11,350","11,200","242,72K","0,54%"
"18.02.2019","11,200","11,300","11,300","11,200","512,60K","-1,32%"
"15.02.2019","11,350","11,390","11,400","11,350","6,00K","-0,44%"
"14.02.2019","11,400","11,360","11,400","11,360","891,83K","0,35%"
"13.02.2019","11,360","11,310","11,360","11,310","306,41K","0,44%"
"12.02.2019","11,310","11,300","11,310","11,300","43,76K","-0,79%"
"11.02.2019","11,400","11,400","11,400","11,400","5,80K","-0,52%"
"08.02.2019","11,460","11,460","11,460","11,460","6,50K","0,00%"
"07.02.2019","11,460","11,350","11,510","11,350","547,79K","1,42%"
"06.02.2019","11,300","11,300","11,350","11,300","268,48K","-0,44%"
"05.02.2019","11,350","11,550","11,550","11,350","276,61K","-1,73%"
"04.02.2019","11,550","11,330","11,550","11,330","583,48K","2,21%"
"01.02.2019","11,300","10,700","11,450","10,700","653,16K","7,01%"
"31.01.2019","10,560","10,500","10,650","10,500","1,33M","0,86%"
"30.01.2019","10,470","10,450","10,530","10,450","395,16K","0,19%"
"29.01.2019","10,450","10,450","10,450","10,450","76,00K","0,00%"
"28.01.2019","10,450","10,500","10,500","10,450","9,03K","-0,95%"
"25.01.2019","10,550","10,330","10,550","10,330","284,07K","2,63%"
"24.01.2019","10,280","10,250","10,330","10,250","146,06K","0,78%"
"23.01.2019","10,200","10,200","10,200","10,190","105,05K","0,49%"
"22.01.2019","10,150","10,150","10,150","10,150","1,18K","0,00%"
"21.01.2019","10,150","10,150","10,150","10,150","15,00K","-0,10%"
"18.01.2019","10,160","10,200","10,200","10,160","55,19K","-0,39%"
"17.01.2019","10,200","10,200","10,250","10,200","33,53K","0,00%"
"16.01.2019","10,200","10,200","10,200","10,200","61,70K","0,00%"
"15.01.2019","10,200","10,200","10,200","10,200","23,84K","0,00%"
"14.01.2019","10,200","10,120","10,200","10,120","16,50K","0,79%"
"11.01.2019","10,120","10,150","10,150","10,120","80,98K","-0,30%"
"10.01.2019","10,150","10,100","10,150","10,100","56,28K","0,50%"
"09.01.2019","10,100","10,050","10,100","10,000","358,32K","1,00%"
"08.01.2019","10,000","10,000","10,000","10,000","516,78K","0,00%"
"07.01.2019","10,000","10,000","10,000","9,990","588,09K","0,00%"
"04.01.2019","10,000","9,900","10,000","9,900","228,51K","1,01%"
"03.01.2019","9,900","9,900","9,900","9,900","7,50K","0,00%"
"02.01.2019","9,900","9,900","9,900","9,900","8,00K","-0,50%"
"31.12.2018","9,950","9,950","9,950","9,950","9,01K","0,00%"
"28.12.2018","9,950","9,950","9,950","9,950","9,01K","0,00%"
"27.12.2018","9,950","9,980","9,980","9,950","14,20K","-0,30%"
"26.12.2018","9,980","9,980","9,980","9,980","922,66K","-0,20%"
"24.12.2018","10,000","10,000","10,000","10,000","0,99K","0,00%"
"21.12.2018","10,000","10,010","10,010","10,000","262,19K","-0,99%"
"20.12.2018","10,100","10,100","10,100","10,100","3,46K","0,00%"
"19.12.2018","10,100","10,100","10,100","10,100","1,08M","0,00%"
"18.12.2018","10,100","10,200","10,200","10,100","1,56M","-1,46%"
"17.12.2018","10,250","10,150","10,250","10,150","139,00K","1,49%"
"14.12.2018","10,100","10,160","10,160","10,050","403,62K","-0,59%"
"13.12.2018","10,160","10,200","10,200","10,160","414,90K","0,00%"
"12.12.2018","10,160","10,130","10,200","10,080","405,61K","0,30%"
"11.12.2018","10,130","10,130","10,130","10,130","267,60K","0,00%"
"10.12.2018","10,130","10,180","10,180","10,130","375,02K","-0,20%"
"07.12.2018","10,150","10,250","10,250","10,150","2,97M","-0,98%"
"06.12.2018","10,250","10,450","10,450","10,250","177,13K","-1,91%"
"05.12.2018","10,450","10,450","10,500","10,450","105,76K","0,00%"
"04.12.2018","10,450","10,290","10,450","10,290","321,06K","1,95%"
"03.12.2018","10,250","10,250","10,250","10,250","1,88K","-0,49%"
"30.11.2018","10,300","10,300","10,300","10,300","551,90K","0,00%"
"29.11.2018","10,300","10,200","10,300","10,200","190,30K","0,98%"
"28.11.2018","10,200","10,000","10,200","10,000","273,43K","2,00%"
"27.11.2018","10,000","9,900","10,000","9,900","10,87K","1,01%"
"26.11.2018","9,900","9,900","9,900","9,900","248,06K","0,41%"
"23.11.2018","9,860","9,830","9,860","9,830","75,29K","0,31%"
"22.11.2018","9,830","9,860","9,860","9,830","43,90K","-0,30%"
"21.11.2018","9,860","9,860","9,950","9,860","9,61K","0,00%"
"20.11.2018","9,860","9,950","9,950","9,850","855,48K","-0,90%"
"19.11.2018","9,950","9,910","9,950","9,910","171,30K","0,40%"
"16.11.2018","9,910","9,810","9,910","9,810","50,61K","1,02%"
"15.11.2018","9,810","9,750","9,810","9,750","75,34K","0,00%"
"14.11.2018","9,810","9,800","9,810","9,800","3,01K","0,00%"
"13.11.2018","9,810","9,800","9,900","9,760","4,46M","0,10%"
"12.11.2018","9,800","9,900","9,900","9,800","58,40K","-1,71%"
"09.11.2018","9,970","10,000","10,000","9,970","113,39K","-0,30%"
"08.11.2018","10,000","10,000","10,030","10,000","230,81K","0,20%"
"07.11.2018","9,980","9,970","9,980","9,970","2,03M","0,10%"
"06.11.2018","9,970","9,910","9,970","9,910","75,64K","0,20%"
"05.11.2018","9,950","9,750","9,950","9,720","429,49K","1,84%"
"02.11.2018","9,770","9,800","9,850","9,770","2,80M","0,21%"
"31.10.2018","9,750","9,800","9,800","9,750","120,71K","-1,02%"
"30.10.2018","9,850","9,800","9,850","9,800","5,16K","0,00%"
"29.10.2018","9,850","9,900","9,900","9,850","544,92K","-0,51%"
"26.10.2018","9,900","9,960","9,980","9,900","24,38K","-0,60%"
"25.10.2018","9,960","10,010","10,010","9,960","4,15K","0,00%"
"24.10.2018","9,960","9,950","10,000","9,950","12,32K","0,10%"
"23.10.2018","9,950","9,950","9,950","9,900","391,54K","0,00%"
"22.10.2018","9,950","10,020","10,020","9,950","64,17K","-0,70%"
"19.10.2018","10,020","9,950","10,020","9,950","862,58K","0,70%"
"18.10.2018","9,950","10,000","10,000","9,950","781,02K","-0,50%"
"17.10.2018","10,000","10,000","10,000","10,000","976,86K","-0,50%"
"16.10.2018","10,050","10,050","10,050","10,050","148,00K","0,00%"
"15.10.2018","10,050","10,050","10,100","10,050","235,41K","0,00%"
"12.10.2018","10,050","10,100","10,100","10,030","536,54K","-0,50%"
"11.10.2018","10,100","10,200","10,200","10,100","185,01K","-1,46%"
"10.10.2018","10,250","10,350","10,350","10,250","712,18K","-0,97%"
"09.10.2018","10,350","10,400","10,400","10,350","20,40K","-0,48%"
"05.10.2018","10,400","10,500","10,500","10,360","51,82K","-0,95%"
"04.10.2018","10,500","10,550","10,550","10,490","10,98K","-0,47%"
"03.10.2018","10,550","10,550","10,600","10,550","694,89K","-0,47%"
"02.10.2018","10,600","10,600","10,600","10,600","1,18K","0,47%"
"01.10.2018","10,550","10,550","10,550","10,550","160,63K","0,00%"
"28.09.2018","10,550","10,500","10,550","10,500","183,57K","0,48%"
"27.09.2018","10,500","10,450","10,500","10,450","476,35K","0,48%"
"26.09.2018","10,450","10,390","10,450","10,380","39,07K","0,38%"
"25.09.2018","10,410","10,310","10,410","10,310","79,47K","1,46%"
"24.09.2018","10,260","10,200","10,260","10,200","368,47K","0,49%"
"21.09.2018","10,210","10,100","10,220","10,100","28,90K","1,09%"
"20.09.2018","10,100","10,190","10,190","10,050","763,70K","-0,49%"
"19.09.2018","10,150","10,150","10,150","10,150","4,90K","0,50%"
"18.09.2018","10,100","10,100","10,100","10,050","212,24K","-0,10%"
"17.09.2018","10,110","10,100","10,110","10,100","354,16K","-0,39%"
"14.09.2018","10,150","10,200","10,200","10,150","1,19M","-0,49%"
"13.09.2018","10,200","10,110","10,210","10,110","160,28K","0,99%"
"12.09.2018","10,100","10,000","10,100","10,000","19,46K","0,50%"
"11.09.2018","10,050","10,300","10,300","10,050","1,06M","-2,90%"
"10.09.2018","10,350","10,500","10,500","10,350","400,52K","-1,43%"
"07.09.2018","10,500","10,500","10,500","10,500","2,70K","0,00%"
"06.09.2018","10,500","10,500","10,550","10,500","72,79K","0,00%"
"05.09.2018","10,500","10,650","10,650","10,500","168,42K","-1,87%"
"04.09.2018","10,700","10,850","10,870","10,700","532,30K","-1,83%"
"03.09.2018","10,900","10,950","10,950","10,900","54,41K","0,00%"
"31.08.2018","10,900","11,050","11,050","10,900","976,11K","-1,36%"
"29.08.2018","11,050","11,060","11,060","11,010","240,69K","-0,45%"
"28.08.2018","11,100","11,100","11,100","11,100","155,65K","0,00%"
"27.08.2018","11,100","11,050","11,100","11,050","44,70K","0,91%"
"24.08.2018","11,000","11,000","11,000","10,940","625,83K","0,00%"
"23.08.2018","11,000","11,000","11,000","11,000","712,37K","0,00%"
"22.08.2018","11,000","11,020","11,020","11,000","62,99K","-0,18%"
"21.08.2018","11,020","11,100","11,100","11,020","1,04M","-0,72%"
