Date,Open,Close,High,Low,Volume
2017-04-24,,87.5,,,25470000.0
2017-04-25,,88.26,,,18250000.0
2017-04-26,,88.43,,,12830000.0
2017-04-27,,87.61,,,13330000.0
2017-04-28,,87.0,,,10760000.0
2017-05-01,,87.06,,,15710000.0
2017-05-02,,86.5,,,14410000.0
2017-05-03,,87.0,,,11540000.0
2017-05-04,,87.1,,,11540000.0
2017-05-05,,87.0,,,9440000.0
2017-05-08,,87.1,,,8160000.0
2017-05-09,,86.75,,,10270000.0
2017-05-10,,87.43,,,8330000.0
2017-05-11,,87.16,,,10910000.0
2017-05-12,,86.92,,,8740000.0
2017-05-15,,87.34,,,8840000.0
2017-05-16,,87.61,,,9790000.0
2017-05-17,,84.27,,,24680000.0
2017-05-18,,83.96,,,23350000.0
2017-05-19,,84.78,,,13410000.0
2017-05-22,,84.7,,,11640000.0
2017-05-23,,85.76,,,11750000.0
2017-05-24,,85.71,,,9920000.0
2017-05-25,,85.35,,,12240000.0
2017-05-26,,85.36,,,8109999.999999999
2017-05-30,,83.9,,,12600000.0
2017-05-31,,82.15,,,28330000.0
2017-06-01,,83.06,,,17120000.0
2017-06-02,,82.64,,,15000000.0
2017-06-05,,82.79,,,9080000.0
2017-06-06,,82.96,,,12200000.0
2017-06-07,,83.91,,,13710000.0
2017-06-08,,84.95,,,17950000.0
2017-06-09,,86.96,,,19120000.0
2017-06-12,,86.98,,,16050000.0
2017-06-13,,87.27,,,12560000.0
2017-06-14,,87.09,,,16180000.0
2017-06-15,,86.57,,,12510000.0
2017-06-16,,86.18,,,16940000.0
2017-06-19,,88.07,,,15970000.0
2017-06-20,,87.52,,,11200000.0
2017-06-21,,87.12,,,10010000.0
2017-06-22,,87.02,,,12180000.0
2017-06-23,,86.86,,,18810000.0
2017-06-26,,87.24,,,10080000.0
2017-06-27,,88.05,,,15420000.0
2017-06-28,,89.82,,,17470000.0
2017-06-29,,91.15,,,27700000.0
2017-06-30,,91.4,,,16890000.0
2017-07-03,,92.75,,,13210000.0
2017-07-05,,93.68,,,17540000.0
2017-07-06,,93.38,,,16600000.000000002
2017-07-07,,93.85,,,12820000.0
2017-07-10,,93.19,,,13990000.0
2017-07-11,,92.83,,,13260000.0
2017-07-12,,92.51,,,13540000.0
2017-07-13,,93.1,,,12820000.0
2017-07-14,,92.25,,,22240000.0
2017-07-17,,91.39,,,14370000.0
2017-07-18,,91.07,,,14720000.0
2017-07-19,,91.2,,,11650000.0
2017-07-20,,91.2,,,11560000.0
2017-07-21,,90.89,,,10970000.0
2017-07-24,,91.28,,,10730000.0
2017-07-25,,92.8,,,16450000.0
2017-07-26,,91.93,,,11820000.0
2017-07-27,,91.55,,,12330000.0
2017-07-28,,91.28,,,9350000.0
2017-07-31,,91.8,,,11520000.0
2017-08-01,,93.03,,,12520000.0
2017-08-02,,93.11,,,10170000.0
2017-08-03,,92.5,,,11080000.0
2017-08-04,,93.66,,,14320000.0
2017-08-07,,94.02,,,7980000.0
2017-08-08,,93.68,,,13750000.0
2017-08-09,,93.53,,,11210000.0
2017-08-10,,92.19,,,13250000.0
2017-08-11,,91.42,,,10680000.0
2017-08-14,,92.49,,,10990000.0
2017-08-15,,92.73,,,8810000.0
2017-08-16,,92.09,,,11090000.0
2017-08-17,,90.65,,,13840000.0
2017-08-18,,90.74,,,13040000.0
2017-08-21,,90.63,,,11500000.0
2017-08-22,,91.56,,,9210000.0
2017-08-23,,91.67,,,8810000.0
2017-08-24,,91.52,,,8620000.0
2017-08-25,,91.89,,,11790000.0
2017-08-28,,91.6,,,7290000.0
2017-08-29,,91.1,,,10890000.0
2017-08-30,,91.31,,,9170000.0
2017-08-31,,90.89,,,13220000.0
2017-09-01,,91.7,,,9820000.0
2017-09-05,,89.51,,,17030000.0
2017-09-06,,90.11,,,11850000.0
2017-09-07,,88.53,,,14590000.0
2017-09-08,,88.42,,,14240000.0
2017-09-11,,89.79,,,13220000.0
2017-09-12,,90.89,,,14000000.0
2017-09-13,,91.15,,,12490000.0
2017-09-14,,90.97,,,10560000.0
2017-09-15,,91.62,,,18170000.0
2017-09-18,,92.92,,,11320000.0
2017-09-19,,93.94,,,12630000.0
2017-09-20,,94.6,,,15310000.0
2017-09-21,,95.03,,,10850000.0
2017-09-22,,94.83,,,8359999.999999999
2017-09-25,,94.12,,,10460000.0
2017-09-26,,93.7,,,9360000.0
2017-09-27,,95.18,,,15090000.0
2017-09-28,,95.38,,,10270000.0
2017-09-29,,95.51,,,11440000.0
2017-10-02,,96.84,,,13800000.0
2017-10-03,,97.35,,,9630000.0
2017-10-04,,96.36,,,12170000.0
2017-10-05,,97.09,,,14240000.0
2017-10-06,,96.92,,,10230000.0
2017-10-09,,96.41,,,7770000.0
2017-10-10,,97.13,,,10630000.0
2017-10-11,,96.84,,,14280000.0
2017-10-12,,95.99,,,18250000.0
2017-10-13,,95.86,,,13190000.0
2017-10-16,,97.84,,,12430000.0
2017-10-17,,97.62,,,10340000.0
2017-10-18,,97.99,,,10160000.0
2017-10-19,,98.11,,,9130000.0
2017-10-20,,99.51,,,15330000.0
2017-10-23,,99.34,,,9240000.0
2017-10-24,,100.92,,,13000000.0
2017-10-25,,101.02,,,14630000.0
2017-10-26,,101.74,,,13050000.0
2017-10-27,,101.77,,,10400000.0
